web_scraper_order,web_scraper_start_url,nom,prix,adresse,image_lien
"1767551352-584","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Presa Canario","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-585","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","180 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-586","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichon Maltais","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-587","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Caniche","120 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-588","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Malinois","130 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-589","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger allemand","300 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-590","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon Maltais","180 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-591","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon femelle","160 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-592","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Husky","400 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-593","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","180 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-594","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Berger Malinois","170 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-595","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Allemand","150 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-596","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","300 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-597","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Labrador","600 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-598","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","160 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-599","https://sn.coinafrique.com/categorie/chiens?page=4","Vente chiot pittbull  femelle","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-600","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger allemand","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-601","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichons","150 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-602","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Malinois","140 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-603","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","225 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-604","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-605","https://sn.coinafrique.com/categorie/chiens?page=4","Chien  Berger","Prix sur demande","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-606","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Pitbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-607","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot  Caniche","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-608","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichons","150CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-609","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Pitbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-610","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Boerbull","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-611","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Malinois","225 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-612","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot berger allemand","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-613","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots berger allemand","180 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-614","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichons","150 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-615","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-616","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot  Bichon nain","200 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-617","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","150 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551352-618","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Cane Corso","400 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767551355-619","https://sn.coinafrique.com/categorie/chiens?page=3","Caniche mâle","650 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-620","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot chihuahuas","250 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-621","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Rottweiler","300 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-622","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Husky","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-623","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-624","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","250 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-625","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","130 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-626","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Rottweiler","250CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-627","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots labrador pure race","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-628","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Bichon Maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-629","https://sn.coinafrique.com/categorie/chiens?page=3","Berger allemand femelle","155 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-630","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","300 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-631","https://sn.coinafrique.com/categorie/chiens?page=3","Chien","350 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-632","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon maltais pur race","180 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-633","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon maltais","180 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-634","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots croisé Boer et Root","150 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-635","https://sn.coinafrique.com/categorie/chiens?page=3","chiot boerboel","500 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-636","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","120 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-637","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Labrador","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-638","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","120 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-639","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Boerboel","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-640","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Pitbull","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-641","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot chihuahua","390 000CFA","Ngaparou, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-642","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","100 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-643","https://sn.coinafrique.com/categorie/chiens?page=3","Couple de chiot de race","75 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-644","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","180 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-645","https://sn.coinafrique.com/categorie/chiens?page=3","Lolou de pomeranien","700 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-646","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot bichon Maltais","150 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-647","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Rottweiler","300 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-648","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Malinois","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-649","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot femelle caniche","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-650","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767551355-651","https://sn.coinafrique.com/categorie/chiens?page=3","Berger allemand","150 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
